Crop,Year,Sow_Month,Vegetative_Dur,Reproductive_Dur,Maturity_Dur,Temp_C,Rainfall_mm,Humidity_%,SoilMoist_%,Vegetative_Irrig_lphw,Reproductive_Irrig_lphw,Maturity_Irrig_lphw
Maize,2006,July,23,39,11,23.13,538.1,67.2,17.5,5.97,3.44,2.22
Chickpea,2022,November,15,49,22,21.62,237.4,67.5,20.9,1.81,2.08,2.09
Sorghum,2021,July,33,49,16,26.42,472.1,63.1,29.4,4.44,3.23,3.15
Groundnut,2011,June,36,56,12,32.15,703.6,80.2,24.2,5.66,4.21,3.26
Maize,2017,June,14,55,15,29.42,422.4,73.1,21.6,4.4,4.09,2.7
Sorghum,2022,July,34,47,16,31.07,330.2,67.4,18.9,4.65,3.69,3.51
Sorghum,2018,July,22,67,13,29.57,419.2,73.0,17.6,4.3,3.17,4.4
Soybean,2022,June,28,30,25,27.09,758.0,69.6,20.8,5.24,3.59,2.7
Paddy,2017,June,30,57,24,30.04,883.8,77.9,37.2,8.57,7.62,7.13
Soybean,2015,July,30,48,13,24.93,456.0,80.2,23.9,3.28,3.89,3.14
Chickpea,2020,November,30,28,18,23.27,117.5,79.9,7.3,2.58,2.84,2.9
Sorghum,2021,July,35,49,21,26.68,423.6,69.5,22.2,4.71,2.98,3.37
Sorghum,2012,July,35,30,17,25.66,441.2,59.9,13.6,3.56,3.87,3.11
Chickpea,2023,October,18,31,17,21.48,363.5,65.5,15.9,3.03,1.49,1.64
Soybean,2024,June,30,32,19,25.79,689.1,67.5,28.6,5.11,2.3,2.97
Chickpea,2019,November,24,54,16,21.22,304.7,58.9,19.5,2.26,3.25,1.83
Maize,2013,June,29,46,14,26.29,584.5,66.2,13.9,4.81,2.85,2.61
Maize,2024,June,21,42,21,25.79,644.8,68.2,30.4,4.21,4.68,2.87
Soybean,2014,June,26,41,9,27.57,467.0,70.3,26.0,4.01,3.86,2.23
Paddy,2016,June,38,48,25,27.18,926.8,83.1,27.0,7.36,6.39,5.41
Chickpea,2024,October,25,33,17,24.86,260.0,57.1,13.3,3.34,2.22,2.62
Paddy,2005,August,44,56,22,27.72,1029.8,69.3,24.1,7.54,5.62,5.6
Groundnut,2024,June,27,48,17,28.42,330.2,77.9,23.1,4.81,4.1,3.16
Groundnut,2013,June,39,49,21,24.13,551.3,71.7,22.5,5.36,4.07,3.29
Paddy,2019,June,30,53,17,28.12,952.7,83.2,25.2,6.81,9.17,5.34
Paddy,2005,July,49,62,19,27.79,898.6,87.0,38.8,7.88,6.97,4.98
Sorghum,2016,June,39,46,17,31.11,352.7,72.6,15.4,5.1,3.55,3.38
Cotton,2007,June,49,62,28,31.37,639.0,64.9,20.1,6.67,6.0,3.9
Sorghum,2015,June,46,59,17,23.95,378.7,73.2,12.9,5.2,4.84,3.03
Sorghum,2006,June,20,56,28,25.42,615.2,64.4,19.5,3.12,3.54,2.89
Cotton,2020,August,45,55,25,32.89,622.2,72.1,25.1,4.84,4.83,4.86
Cotton,2013,August,49,66,29,32.28,605.0,73.3,31.8,6.19,4.52,3.43
Paddy,2019,July,38,65,19,27.61,666.7,74.4,39.9,7.83,6.57,6.39
Soybean,2016,July,36,37,15,28.93,595.8,77.8,25.6,5.46,3.52,3.23
Chickpea,2005,October,24,33,20,24.8,103.9,72.1,19.7,3.55,2.52,3.2
Soybean,2017,June,30,43,11,26.78,401.7,70.6,21.4,5.29,3.51,2.2
Sorghum,2018,July,39,45,15,31.9,526.5,75.3,29.3,3.5,4.32,2.47
Soybean,2012,July,29,42,19,24.62,563.7,72.2,30.5,5.5,2.43,2.6
Cotton,2012,June,55,65,17,30.53,451.6,67.3,25.4,5.21,5.89,4.0
Maize,2016,June,26,36,16,24.9,762.5,67.7,28.0,6.67,4.62,2.53
Paddy,2005,June,36,70,31,31.75,921.5,72.1,15.3,8.73,5.57,7.58
Cotton,2015,July,55,71,27,27.11,312.6,73.2,26.1,7.27,4.64,5.0
Sorghum,2012,July,42,51,23,27.36,451.7,64.1,15.2,4.61,3.45,3.46
Groundnut,2014,June,32,59,20,26.38,402.6,72.2,25.9,5.83,6.15,2.51
Paddy,2023,August,38,68,26,28.04,897.5,79.6,30.1,6.57,7.3,6.22
Maize,2015,July,26,32,24,27.08,510.5,72.3,16.5,5.17,4.56,2.08
Groundnut,2011,June,28,52,20,30.44,610.0,73.5,25.8,3.96,4.31,1.99
Chickpea,2015,October,23,40,21,21.17,132.0,56.2,22.9,2.82,3.06,2.07
Maize,2021,June,23,38,22,25.79,816.8,74.9,23.2,4.19,3.27,3.26
Soybean,2005,June,28,52,14,23.31,531.3,71.9,23.9,4.4,3.73,2.93
Sorghum,2012,June,38,58,27,28.31,450.3,58.3,23.6,4.84,4.09,2.79
Paddy,2010,July,38,46,32,30.65,1040.1,83.0,15.4,7.22,7.0,6.31
Maize,2022,July,30,27,20,24.42,542.8,79.1,21.2,5.39,3.3,2.99
Groundnut,2010,June,27,69,14,29.18,670.6,64.3,23.2,5.3,3.56,3.93
Groundnut,2009,June,38,60,18,26.11,539.8,73.2,20.5,4.75,3.63,3.22
Sorghum,2017,July,31,57,24,28.74,610.6,64.3,33.0,5.39,4.6,3.19
Groundnut,2023,June,23,60,27,23.79,571.9,76.0,17.7,3.48,3.74,3.5
Chickpea,2012,October,27,45,22,20.62,255.8,72.3,12.9,2.08,2.92,1.74
Sorghum,2013,July,39,47,33,27.38,687.4,74.7,34.1,4.81,3.92,2.34
Maize,2021,June,25,41,24,28.15,511.4,67.3,18.4,4.9,3.08,3.44
Paddy,2007,August,37,60,31,29.0,593.9,84.0,32.0,8.17,7.57,6.35
Soybean,2023,July,25,50,18,24.23,365.7,63.8,18.4,5.19,4.05,2.58
Sorghum,2015,July,39,55,12,25.64,440.0,64.4,22.2,3.71,3.04,3.03
Sorghum,2021,June,28,67,15,30.38,545.5,62.4,26.8,3.53,3.65,3.29
Chickpea,2023,October,19,36,25,24.02,196.6,61.8,15.6,2.64,2.36,2.39
Cotton,2006,June,52,71,31,32.69,491.2,79.0,21.4,5.69,5.1,4.65
Chickpea,2012,November,22,35,24,22.39,248.2,55.0,18.0,3.83,1.6,1.61
Paddy,2023,August,28,57,30,25.32,731.6,81.6,32.6,8.99,7.07,8.26
Sorghum,2011,June,40,49,14,25.05,403.2,67.3,22.2,4.4,3.73,3.35
Paddy,2021,June,33,58,21,24.22,738.2,77.9,31.6,10.4,5.37,6.23
Paddy,2010,August,40,44,23,27.84,1230.5,74.2,21.0,8.23,6.33,7.54
Soybean,2023,June,42,35,14,24.95,235.2,84.7,22.5,4.96,3.88,2.92
Cotton,2010,August,49,54,28,27.72,577.4,74.0,13.1,8.22,7.01,3.6
Paddy,2006,July,28,53,21,28.7,1008.9,81.8,38.6,6.2,6.9,6.1
Paddy,2010,July,28,50,31,23.65,684.7,80.2,44.4,5.99,7.06,6.5
Soybean,2009,June,35,50,13,33.93,709.3,66.2,23.4,3.91,3.24,2.35
Soybean,2023,June,36,43,13,31.28,477.0,71.6,24.4,5.02,3.07,2.84
Soybean,2024,July,30,36,14,24.61,658.4,73.6,18.0,5.85,2.73,2.49
Paddy,2008,July,44,53,34,31.13,991.6,80.1,33.9,8.98,7.12,7.05
Soybean,2021,June,33,38,15,28.11,383.4,72.1,20.8,3.35,3.32,2.5
Groundnut,2015,June,32,52,23,30.93,517.9,84.7,25.8,5.34,3.54,3.64
Maize,2008,July,12,45,21,27.38,465.4,77.8,19.7,3.31,4.25,4.17
Soybean,2017,July,37,47,15,29.34,352.3,76.4,19.1,3.21,3.67,3.03
Chickpea,2024,November,19,44,20,20.81,173.6,64.5,14.1,3.03,1.69,1.79
Cotton,2021,June,45,54,27,27.05,606.6,66.5,26.8,6.54,3.82,4.49
Paddy,2013,July,28,62,20,26.03,897.3,72.8,38.8,6.52,7.14,5.1
Cotton,2008,July,35,62,43,30.27,940.4,66.0,18.7,5.98,4.85,4.93
Chickpea,2018,November,25,40,20,21.86,332.3,67.8,21.1,2.85,1.96,1.61
Chickpea,2023,October,26,37,18,22.7,232.6,64.1,18.4,2.99,1.77,2.06
Cotton,2007,July,28,58,25,34.09,708.9,64.2,13.2,6.46,4.43,3.32
Soybean,2018,June,31,33,12,31.96,309.1,69.4,21.2,4.5,3.51,2.54
Sorghum,2012,July,31,51,24,25.81,609.1,66.6,24.1,3.62,2.56,2.42
Cotton,2005,August,53,39,30,33.64,584.7,75.4,23.4,5.43,5.55,4.09
Maize,2014,June,23,46,22,28.22,462.5,72.9,20.7,4.13,4.14,3.4
Maize,2022,July,29,40,19,27.33,332.0,63.7,26.8,5.63,2.94,3.52
Sorghum,2020,July,35,54,14,30.96,563.1,65.7,23.5,4.11,3.28,2.64
Chickpea,2012,November,20,36,19,24.98,209.9,79.5,16.7,3.06,3.16,1.5
Chickpea,2005,November,27,48,21,26.66,61.2,66.1,11.9,3.38,3.15,1.42
Maize,2016,July,24,41,14,21.93,299.6,77.4,21.4,5.51,3.79,2.05
Sorghum,2012,June,37,43,10,28.38,421.3,81.2,25.8,4.67,1.49,3.09
Cotton,2020,July,51,59,26,34.52,785.7,70.7,18.2,5.68,4.13,4.76
Cotton,2022,June,47,50,28,32.38,611.1,85.6,23.2,4.14,4.11,2.07
Groundnut,2008,June,28,66,21,27.54,700.9,69.7,24.5,4.53,4.45,2.92
Sorghum,2010,July,31,40,13,25.73,555.6,71.5,29.3,3.83,3.31,3.79
Sorghum,2016,July,26,50,17,25.54,257.8,65.7,23.1,4.65,3.51,1.87
Soybean,2013,June,25,53,18,28.84,584.9,69.6,22.3,3.84,4.34,2.05
Maize,2019,June,26,47,20,27.45,475.8,67.2,16.7,4.43,2.12,4.07
Cotton,2020,June,46,62,32,27.13,665.8,82.8,10.0,6.03,3.99,4.79
Cotton,2016,August,43,49,29,28.54,642.3,80.1,25.9,5.86,5.14,2.96
Sorghum,2018,July,30,52,24,26.7,471.5,61.3,18.8,4.53,4.0,1.69
Cotton,2017,August,49,52,27,28.01,418.5,70.5,19.7,6.29,5.35,3.59
Groundnut,2006,June,34,55,12,29.68,447.7,60.6,30.0,3.5,3.35,3.04
Sorghum,2007,July,22,39,18,28.66,481.8,73.5,16.8,5.58,4.54,3.36
Sorghum,2014,June,41,50,21,29.78,312.2,66.0,15.0,4.09,3.31,3.67
Groundnut,2013,June,39,58,28,29.34,444.7,77.8,19.4,5.07,4.53,2.92
Cotton,2024,August,43,44,34,29.66,658.5,67.4,20.3,6.57,4.6,3.26
Soybean,2012,July,27,48,9,24.87,513.4,75.1,30.1,4.37,3.92,2.55
Paddy,2014,July,38,63,23,28.29,935.4,71.8,24.6,7.1,8.08,4.92
Sorghum,2023,June,31,45,15,28.77,420.8,78.4,32.8,4.51,3.11,3.92
Sorghum,2007,July,36,35,16,27.8,375.6,67.1,29.0,3.53,3.96,2.19
Soybean,2009,July,25,44,10,26.53,537.9,78.2,26.5,4.68,3.34,2.43
Groundnut,2007,June,42,43,13,29.35,597.7,78.3,22.4,3.83,3.92,2.14
Groundnut,2020,June,31,58,19,26.63,429.9,65.9,20.7,8.05,4.02,2.95
Groundnut,2021,June,31,45,14,27.76,617.4,75.7,20.2,5.87,5.47,3.64
Chickpea,2019,November,20,48,13,20.98,183.7,61.9,9.4,2.69,2.72,2.12
Soybean,2007,June,32,54,5,31.5,626.9,78.5,14.6,4.16,3.59,2.65
Cotton,2016,June,40,64,25,25.0,474.9,80.7,26.3,5.51,7.46,5.14
Maize,2013,July,37,46,24,24.16,392.7,77.6,20.3,3.59,2.67,2.87
Paddy,2016,August,42,50,27,27.0,1085.3,77.7,25.2,7.2,8.29,6.21
Soybean,2019,June,29,53,10,26.2,543.7,79.5,17.4,5.41,4.34,2.4
Groundnut,2006,June,34,63,28,32.15,401.3,76.7,21.1,5.59,4.19,3.33
Cotton,2022,June,42,48,39,33.45,805.0,82.5,23.2,5.32,3.28,3.89
Soybean,2024,July,32,38,20,26.94,456.7,73.3,23.2,6.58,4.22,2.26
Cotton,2016,July,37,62,38,29.43,595.3,72.4,19.3,6.48,6.06,4.32
Soybean,2008,July,30,50,16,21.93,629.1,74.6,23.8,5.19,3.66,2.64
Chickpea,2020,November,23,32,12,24.37,191.5,56.5,19.8,2.57,2.47,1.48
Groundnut,2020,June,33,55,22,28.14,547.2,66.7,32.4,5.57,5.47,3.04
Soybean,2005,July,29,48,18,30.36,499.5,68.3,28.9,4.58,3.77,2.15
Soybean,2006,June,21,46,17,24.73,623.9,87.2,27.5,5.93,4.45,1.95
Maize,2007,July,21,41,18,23.24,680.3,58.2,29.8,3.92,3.61,3.11
Soybean,2024,July,27,34,13,29.71,725.4,77.0,25.4,3.15,3.78,2.17
Chickpea,2021,November,27,43,16,20.66,207.0,67.9,25.1,2.13,3.06,1.49
Sorghum,2024,July,30,38,13,28.49,469.5,66.4,30.0,3.41,3.95,2.86
Groundnut,2005,June,32,55,16,24.55,609.3,74.0,21.6,5.17,2.91,3.34
Cotton,2024,July,51,52,19,29.59,395.5,76.7,23.7,7.85,5.62,5.24
Soybean,2010,June,36,51,16,27.39,565.5,70.6,25.6,3.83,2.46,1.9
Cotton,2019,June,41,63,29,28.53,762.3,65.7,18.4,6.3,5.67,3.16
Cotton,2018,June,48,67,19,29.58,372.7,61.9,27.2,5.0,4.54,3.64
Sorghum,2024,July,25,44,17,27.09,377.3,61.2,32.1,2.81,3.09,3.17
Chickpea,2019,November,27,32,26,22.01,284.6,57.1,18.0,2.77,2.71,2.58
Cotton,2018,June,38,58,42,28.77,404.9,65.6,17.7,6.05,5.33,2.32
Soybean,2009,July,26,49,18,30.77,524.1,60.9,27.8,4.75,3.94,3.28
Groundnut,2010,June,33,61,9,28.01,628.6,73.7,23.5,5.39,4.9,2.43
Chickpea,2021,October,24,31,20,24.6,150.2,65.1,17.6,3.19,2.23,1.4
Paddy,2015,August,33,56,24,25.16,1241.8,80.1,29.2,7.96,7.89,4.4
Groundnut,2020,June,29,44,23,30.52,485.9,76.3,23.0,6.68,4.55,2.52
Groundnut,2016,June,26,55,9,31.33,559.8,65.8,20.8,7.56,3.69,2.33
Groundnut,2019,June,27,41,21,26.92,592.1,75.2,17.7,3.87,4.35,3.25
Paddy,2008,August,34,55,25,29.33,835.5,77.0,25.2,7.5,7.53,6.66
Maize,2022,July,26,42,16,28.67,339.3,60.8,25.8,4.18,3.56,2.63
Cotton,2007,June,49,56,30,28.42,333.9,71.5,16.4,6.67,6.49,3.47
Cotton,2012,July,53,53,31,28.54,537.1,82.4,24.4,5.87,5.73,5.17
Cotton,2007,June,39,72,29,30.78,522.0,77.1,13.4,4.77,4.13,4.94
Groundnut,2012,June,28,47,19,29.34,401.5,74.8,20.3,4.74,3.09,3.73
Maize,2022,June,24,44,21,23.97,345.8,78.7,26.6,4.61,4.93,2.91
Groundnut,2014,June,41,52,32,29.34,386.2,74.2,24.5,5.21,3.63,3.36
Soybean,2024,July,27,48,13,23.02,254.8,71.3,11.9,4.3,3.5,1.62
Maize,2021,June,22,37,23,27.49,253.9,75.3,23.1,5.59,4.11,2.22
Maize,2012,June,31,47,19,26.57,370.4,71.5,24.1,4.36,4.52,3.2
Cotton,2015,August,43,72,34,21.86,660.7,65.7,24.0,4.38,4.94,3.87
Chickpea,2009,October,22,39,18,26.03,233.8,65.1,12.5,3.28,2.52,2.21
Sorghum,2017,June,36,53,14,24.87,426.0,67.7,23.9,4.4,3.21,3.07
Paddy,2009,August,31,41,23,25.99,595.0,79.3,22.4,9.59,7.17,5.77
Maize,2017,June,28,44,24,27.23,452.8,70.0,22.3,3.75,3.7,3.3
Groundnut,2010,June,29,51,20,27.53,538.1,76.2,21.7,4.29,4.79,2.72
Chickpea,2009,November,16,27,18,24.53,394.0,71.9,18.6,2.42,2.12,1.74
Paddy,2013,June,44,35,23,29.58,1068.1,73.8,32.6,9.44,7.03,6.59
Groundnut,2020,June,36,54,20,31.05,598.8,80.8,25.7,6.78,3.64,3.4
Cotton,2006,August,55,58,35,27.82,542.3,71.2,17.8,5.37,4.74,4.59
Maize,2005,July,26,38,22,26.87,429.4,75.5,24.3,5.17,3.84,2.94
Cotton,2012,August,47,62,30,25.69,1007.7,61.9,15.4,4.7,6.22,3.12
Sorghum,2023,July,41,39,15,26.31,572.7,78.2,27.1,3.15,3.17,3.74
Paddy,2015,June,46,60,31,26.97,967.8,80.1,30.8,7.62,7.76,5.66
Maize,2016,June,22,43,21,27.55,555.2,73.1,20.2,4.41,4.22,1.89
Sorghum,2016,June,37,41,21,29.36,360.9,58.4,22.9,3.96,3.1,1.58
Cotton,2011,June,44,69,27,25.89,477.9,67.9,16.3,6.94,6.16,3.79
Sorghum,2017,July,29,46,13,30.33,651.3,76.8,12.4,2.6,2.5,3.12
Cotton,2012,July,38,58,11,30.07,699.5,65.7,18.6,5.28,6.43,5.06
Soybean,2013,July,27,28,18,25.26,470.1,73.5,19.2,3.64,3.98,1.61
Maize,2011,July,40,35,24,23.33,334.6,72.2,27.8,5.35,3.68,2.77
Cotton,2019,June,44,55,21,32.02,719.2,72.8,20.1,5.11,5.3,3.22
Sorghum,2006,July,39,56,12,29.98,386.1,70.5,25.3,4.39,2.11,1.79
Sorghum,2024,June,34,51,24,31.36,593.5,71.3,25.3,5.83,3.27,3.22
Paddy,2016,August,37,53,28,26.18,1064.8,78.0,34.2,8.47,6.72,7.54
Sorghum,2005,July,40,52,20,30.06,565.2,74.8,18.9,4.98,4.51,4.4
Soybean,2012,June,31,44,10,31.11,505.6,73.4,20.6,5.73,4.2,2.38
Soybean,2009,July,27,50,20,26.21,537.8,63.5,31.0,5.42,3.39,2.32
Chickpea,2019,November,31,48,15,22.33,332.0,59.0,25.0,2.93,2.68,2.03
Chickpea,2005,November,25,43,28,21.62,189.0,79.7,23.2,2.9,2.11,1.83
Sorghum,2005,July,45,39,20,28.04,368.1,60.0,20.9,4.78,4.19,2.61
Sorghum,2014,June,34,50,23,29.44,508.0,79.8,22.1,4.05,3.8,2.09
Soybean,2014,July,30,49,12,25.88,538.9,77.8,28.6,4.2,4.42,2.67
Groundnut,2019,June,30,56,19,29.96,333.5,66.4,17.5,5.9,4.43,3.28
Groundnut,2021,June,36,51,22,28.27,486.9,81.7,19.9,5.41,4.09,3.18
Soybean,2010,July,29,46,15,30.57,433.4,63.5,30.2,4.13,4.64,2.7
Soybean,2007,July,28,49,13,29.01,578.2,66.6,19.4,4.46,5.34,2.48
Soybean,2017,July,28,43,13,29.12,335.8,73.7,13.0,4.45,2.22,2.06
Soybean,2020,June,27,40,15,28.38,745.6,76.9,23.3,2.28,3.98,2.57
Chickpea,2012,October,31,40,21,22.53,62.0,67.0,15.8,1.24,2.11,1.8
Cotton,2019,July,46,48,36,27.84,733.5,70.5,22.9,5.71,5.3,4.76
Cotton,2021,June,43,61,23,26.4,426.3,58.8,16.6,7.76,4.28,3.73
Soybean,2021,June,18,46,12,22.29,363.8,71.5,18.9,4.53,3.9,2.64
Paddy,2017,August,21,52,25,27.65,868.2,80.9,23.4,6.79,8.25,7.48
Paddy,2021,June,31,67,20,27.36,988.0,75.3,21.0,8.04,6.22,4.57
Cotton,2010,August,44,50,29,28.6,481.6,63.8,15.0,4.89,5.05,3.72
Cotton,2021,August,29,59,27,33.53,839.3,72.3,16.5,6.08,5.78,4.56
Cotton,2020,August,35,56,35,30.39,778.0,74.8,17.6,6.58,3.81,2.39
Groundnut,2018,June,26,55,15,29.35,526.4,64.7,18.3,6.05,4.49,2.78
Soybean,2017,July,30,44,15,29.52,437.8,69.0,26.9,4.05,3.34,3.11
Chickpea,2010,October,22,47,26,23.55,178.4,45.4,15.3,3.08,2.81,1.86
Groundnut,2007,June,29,68,14,25.65,255.3,78.7,14.3,4.87,4.75,4.12
Paddy,2018,June,35,59,18,27.63,879.8,76.4,31.2,9.22,9.24,6.64
Soybean,2018,June,29,51,13,25.65,500.3,68.1,17.3,5.99,2.5,2.83
Maize,2019,June,19,33,10,26.34,542.5,57.0,7.4,3.99,4.08,2.4
Maize,2012,June,21,46,20,24.53,529.1,68.7,20.8,3.27,3.58,2.66
Soybean,2019,July,32,41,11,25.79,476.5,68.3,18.4,2.87,4.58,2.61
Sorghum,2017,July,35,53,17,32.93,463.1,75.9,23.1,4.48,3.85,3.35
Soybean,2021,June,34,39,14,28.15,475.9,67.9,18.8,4.43,4.24,2.48
Cotton,2007,June,38,64,32,29.46,722.6,67.4,12.6,5.35,4.25,3.71
Cotton,2010,June,44,64,20,29.93,786.8,70.5,20.5,6.01,6.39,5.54
Groundnut,2009,June,28,54,16,30.86,572.4,63.4,22.5,4.75,4.15,2.37
Sorghum,2021,July,38,56,23,28.52,509.1,72.9,15.3,5.26,3.91,2.29
Paddy,2006,July,22,57,18,26.2,923.2,74.2,21.8,8.54,5.41,5.15
Soybean,2019,July,33,42,12,23.23,420.2,76.1,29.4,3.67,3.14,2.13
Paddy,2009,June,38,47,27,25.67,873.9,82.6,20.7,8.97,6.87,6.67
Cotton,2024,July,44,64,24,30.1,623.0,71.4,13.3,6.1,3.45,3.5
Maize,2010,July,28,38,19,27.24,355.7,62.2,24.2,4.49,4.4,2.49
Sorghum,2010,July,34,55,18,29.46,321.7,68.3,23.9,5.45,4.39,2.87
Soybean,2022,July,25,35,14,29.89,337.2,65.6,21.1,5.24,3.54,2.85
Paddy,2022,June,27,55,33,25.51,1176.6,90.4,23.6,5.94,5.91,5.03
Cotton,2008,July,43,68,34,29.91,779.9,64.8,20.4,6.05,5.38,4.48
Chickpea,2021,October,19,52,23,25.67,355.6,68.2,12.1,3.1,1.5,2.4
Groundnut,2018,June,40,58,17,30.84,610.6,75.4,23.3,4.44,4.3,3.57
Groundnut,2018,June,28,51,19,29.33,523.7,75.3,20.8,5.53,4.62,3.09
Groundnut,2017,June,29,52,15,28.77,264.0,75.6,30.1,4.64,5.09,3.25
Maize,2011,July,13,37,23,31.57,331.3,76.4,19.7,5.74,3.17,2.86
Soybean,2016,June,29,41,11,27.3,403.5,66.8,22.2,5.28,3.51,2.58
Chickpea,2019,November,25,34,18,19.79,191.1,53.3,16.6,2.6,2.49,1.69
Paddy,2023,August,42,44,34,25.09,761.0,70.9,28.8,8.43,7.71,6.19
Soybean,2015,June,34,46,15,26.22,461.3,71.4,19.9,5.21,3.19,2.93
Soybean,2019,June,19,54,24,25.62,344.7,64.6,11.2,4.88,3.31,2.11
Maize,2016,July,30,51,18,25.58,332.8,71.5,35.0,4.47,3.73,3.3
Sorghum,2007,July,38,53,19,26.05,510.7,67.1,28.9,2.78,3.65,2.54
Sorghum,2021,June,34,57,20,32.04,305.6,50.6,32.1,3.56,3.7,2.88
Soybean,2007,July,16,40,17,29.07,377.0,74.1,9.5,3.59,3.16,2.97
Groundnut,2023,June,28,58,23,28.95,659.8,69.6,21.9,3.31,4.61,3.53
Soybean,2024,July,30,45,15,30.27,533.5,72.5,23.7,4.86,3.06,3.19
Groundnut,2008,June,26,55,15,28.59,579.0,75.6,18.3,4.58,4.31,3.85
Maize,2007,July,31,43,23,26.1,390.1,68.6,15.3,3.99,2.89,2.85
Cotton,2020,August,47,48,28,31.57,607.4,75.2,24.9,5.92,1.98,4.98
Groundnut,2016,June,29,61,26,25.35,519.6,81.7,20.0,6.08,3.22,3.49
Paddy,2012,July,40,60,23,27.46,654.5,87.5,36.5,7.37,5.9,5.56
Chickpea,2021,November,23,44,17,21.37,220.5,71.4,18.9,2.78,2.24,1.92
Maize,2011,June,25,36,22,21.2,573.3,73.4,25.6,5.18,4.23,3.45
Sorghum,2015,June,28,44,21,24.13,470.2,51.2,24.1,5.3,3.6,1.92
Maize,2022,June,22,40,17,23.47,525.3,68.0,21.7,5.13,3.74,5.17
Soybean,2005,July,25,48,14,23.51,376.2,74.0,28.8,3.45,4.51,2.71
Soybean,2007,June,29,43,10,30.99,451.2,68.2,23.8,5.76,3.37,2.48
Cotton,2008,June,44,64,30,27.52,646.3,76.8,23.7,6.48,4.82,2.67
Sorghum,2017,June,32,55,18,35.97,636.1,77.0,18.4,3.93,3.27,2.15
Maize,2010,June,23,41,21,25.92,367.0,66.0,22.0,4.1,4.0,2.54
Sorghum,2018,June,29,33,13,25.77,220.4,70.6,28.1,6.02,3.86,2.26
Chickpea,2009,November,20,33,25,22.02,280.3,60.1,20.6,2.45,2.71,2.14
Chickpea,2020,November,25,37,17,21.34,59.9,70.1,19.6,3.08,2.32,2.16
Groundnut,2019,June,30,53,23,28.88,585.1,78.7,15.6,5.69,2.04,3.67
Sorghum,2019,July,42,27,21,26.87,413.8,65.0,24.8,2.48,3.47,1.94
Groundnut,2008,June,27,56,24,27.53,716.9,69.5,16.7,6.13,3.9,3.31
Sorghum,2012,July,39,43,27,29.14,507.3,68.3,31.4,3.54,4.02,3.18
Soybean,2020,July,22,47,11,28.36,512.2,77.3,16.9,5.35,3.17,1.13
Paddy,2020,July,30,52,31,31.26,1120.5,73.2,40.0,7.6,7.0,4.86
Soybean,2008,June,28,40,15,32.71,302.1,80.9,30.1,4.41,2.17,2.34
Soybean,2017,June,28,50,14,30.14,272.7,81.1,26.5,4.46,3.75,2.82
Paddy,2017,August,32,48,17,27.13,1253.4,81.6,24.7,10.39,6.27,6.98
Cotton,2006,June,44,63,31,30.79,332.7,84.1,25.5,4.59,4.64,2.06
Chickpea,2007,October,29,40,17,20.96,264.2,57.3,19.4,2.74,2.08,1.66
Cotton,2012,July,39,74,26,27.46,737.3,69.9,24.3,4.73,4.96,5.05
Sorghum,2019,June,26,56,8,29.42,478.8,70.8,28.6,4.96,3.93,3.3
Cotton,2015,June,39,65,23,32.75,472.0,67.3,21.1,6.74,5.33,4.61
Sorghum,2013,July,35,65,20,27.36,476.9,71.4,21.2,3.97,3.15,2.2
Sorghum,2011,June,33,44,14,28.04,497.3,81.8,36.4,3.77,2.93,2.04
Maize,2017,July,26,49,16,27.65,510.7,70.2,20.2,4.13,3.67,2.18
Groundnut,2006,June,23,54,19,28.76,357.3,66.6,17.9,6.97,3.32,3.61
Paddy,2012,June,37,69,22,28.73,936.3,75.1,36.3,8.93,7.58,7.57
Soybean,2011,July,38,37,11,26.45,593.8,78.9,20.4,5.0,3.37,2.48
Groundnut,2016,June,32,70,25,31.33,487.5,65.3,32.5,3.72,3.76,3.09
Groundnut,2023,June,36,64,16,29.39,440.2,70.0,24.5,3.91,4.28,2.81
Paddy,2011,June,39,60,18,23.52,772.0,79.9,31.0,9.4,7.39,6.42
Soybean,2014,June,30,37,8,32.97,418.3,70.7,23.6,4.87,3.57,2.52
Groundnut,2020,June,32,50,15,27.74,745.9,76.8,16.9,5.41,4.08,3.68
Paddy,2007,August,35,55,16,27.26,934.4,72.3,22.7,6.92,6.7,6.19
Cotton,2014,July,51,69,17,27.04,331.5,77.0,24.7,5.95,6.01,4.54
Paddy,2010,June,38,51,23,26.57,778.6,82.5,17.1,10.43,9.07,6.05
Soybean,2022,July,27,50,13,26.84,562.9,67.5,19.6,3.1,4.56,3.13
Maize,2022,June,28,34,14,25.41,583.2,55.6,19.4,7.21,3.72,3.02
Paddy,2009,June,24,52,29,30.06,586.8,73.3,32.5,8.9,7.81,7.33
Chickpea,2011,October,17,41,17,20.25,265.2,64.5,21.5,2.98,1.9,2.07
Sorghum,2006,July,25,48,15,26.58,354.8,69.2,25.4,2.82,4.04,1.85
Soybean,2015,June,17,44,18,29.47,289.6,70.3,21.9,4.26,4.99,3.24
Paddy,2017,June,42,56,32,26.88,1089.7,69.8,39.0,8.83,6.35,6.78
Groundnut,2009,June,23,51,15,30.84,657.3,71.8,14.6,4.32,4.17,3.22
Soybean,2010,July,38,49,14,26.11,512.9,83.5,15.3,4.24,4.44,2.44
Chickpea,2018,October,28,42,22,21.85,360.3,60.0,27.1,3.27,3.07,2.58
Groundnut,2016,June,33,70,24,30.47,571.8,75.9,26.6,4.45,3.98,3.51
